Date,TA,PAR,VPD,LAI,WT,DoP,Season,Harvest,GPP,NEE,Reco,CH4
2015-05-02,17.409166666666668,57986953.80883954,10.923440125,0.3,0,2015-04-07,2,0.0,-1.5054426432175578,1.7576508253846923,3.263093468602249,0.0124742958141433
2015-05-03,21.70520833333333,55300009.1949521,13.267663625,0.3,0,2015-04-07,2,0.0,-1.5866437257599018,2.072740978184,3.659384703943902,0.0164300135760077
2015-05-04,22.497708333333332,47917920.714263216,11.453966479166668,0.3,0,2015-04-07,2,0.0,-1.7626768640276895,1.8619085582285395,3.624585422256231,0.0150846883699526
2015-05-05,22.53308333333333,55513658.38006122,10.483410958333334,0.3,0,2015-04-07,2,0.0,-1.998264965893937,1.6846416975571237,3.68290666345106,0.0152052356287327
2015-05-06,22.50510416666667,49963873.00483614,10.3811975,0.3,0,2015-04-07,2,0.0,-2.3551601408480827,1.0810660294682524,3.436226170316336,0.013615015221837
2015-05-07,24.101875000000003,48270459.19663631,9.88076375,0.3,0,2015-04-07,2,0.0,-2.696713958469996,0.7113136425630768,3.408027601033073,0.0117798049212792
2015-05-08,24.65520833333333,30024262.132666174,7.193546479166667,0.3,0,2015-04-07,2,0.0,-1.7758439585400911,1.0746987083363573,2.850542666876448,0.0187057044452295
2015-05-09,23.02789583333333,24490728.05024897,3.2806758125,0.3,0,2015-04-07,2,0.0,-1.818262170999961,1.0162594189756102,2.83452158997557,0.0196002439179752
2015-05-10,25.187291666666667,35327061.89235974,5.774627854166667,0.3,0,2015-04-07,2,0.0,-2.3747705848125578,0.6833454978560821,3.0581160826686404,0.0233401639522111
2015-05-11,21.774375000000003,24254874.266171232,4.275383958333333,0.3,0,2015-04-07,2,0.0,-2.102292780435292,0.6781979140346159,2.780490694469908,0.0162324789742059
2015-05-12,18.24125,41048242.01562456,6.874919145833334,0.3,0,2015-04-07,2,0.0,-1.861006217872683,0.7898620464148767,2.65086826428756,0.0092865443410029
2015-05-13,18.539166666666667,26261540.65542338,6.758007479166667,0.3,0,2015-04-07,2,0.0,-1.8061388467998207,1.2794831354492842,3.085621982249104,0.0063313752781772
2015-05-14,22.64735416666667,43122447.35561288,7.1699655,0.275,0,2015-04-07,2,0.0,-1.5027003321035883,0.9964284096337008,2.4991287417372883,0.0143198948939019
2015-05-15,22.237416666666665,30426316.7092659,1.6235592916666668,0.25,0,2015-04-07,2,0.0,-1.4611468847555904,0.842058234926137,2.303205119681728,0.0073270868136598
2015-05-16,23.487687500000003,30592014.819346853,3.4392883333333333,0.225,0,2015-04-07,2,0.0,-1.7213317898806113,-0.0237872715039242,1.697544518376687,0.0012604497864486
2015-05-17,24.52177083333333,36619288.29439609,5.401589375,0.2,0,2015-04-07,2,0.0,-1.902673933616812,-0.5503352701912128,1.3523386634255998,0.0004178006567768
2015-05-18,22.774625,24172457.611144874,4.1407068125,0.225,0,2015-04-07,2,0.0,-1.937649245998124,-0.29398515626437,1.6436640897337536,0.0017422073324481
2015-05-19,22.5678125,45478720.85760522,4.8005083125,0.25,0,2015-04-07,2,0.0,-2.559536515291792,-0.4534333932913887,2.106103122000403,-0.0005227238439757
2015-05-20,22.2125,32678750.39863045,4.773480270833333,0.275,0,2015-04-07,2,0.0,-2.3574164232614643,-0.0893851019009088,2.268031321360555,0.0011816037614475
2015-05-21,15.113541666666668,26684748.16162951,3.625032458333333,0.3,0,2015-04-07,2,0.0,-2.0573701203201105,0.0313329471292294,2.08870306744934,0.0010713599763444
2015-05-22,16.865416666666665,56728211.70844287,5.562194104166667,0.35,0,2015-04-07,2,0.0,-2.445698044766684,-0.6108383844345937,1.8348596603320888,0.0006926624578343
2015-05-23,22.476875000000003,48644068.73607707,7.9471526875,0.4,0,2015-04-07,2,0.0,-2.715195171714281,-0.4282352600748961,2.2869599116393853,0.00655834919215
2015-05-24,24.437729166666667,40114388.93135077,6.470067625,0.45,0,2015-04-07,2,0.0,-2.899632115211408,-0.3762866483805079,2.523345466830901,0.0160777989206215
2015-05-25,24.030270833333333,37606525.03202058,5.524197999999999,0.5,0,2015-04-07,2,0.0,-2.732845874792004,-0.2415707313132004,2.4912751434788034,0.021149705669714
2015-05-26,22.32777083333333,42107005.27037374,5.243757208333333,0.45,0,2015-04-07,2,0.0,-3.538593491332464,-1.064398815397898,2.4741946759345663,0.0133789871343771
2015-05-27,24.022625,33866113.152034104,5.1839387708333335,0.4,0,2015-04-07,2,0.0,-3.644798459665495,-1.1594421319670845,2.485356327698409,0.0036749597582899
2015-05-28,23.00689583333333,39683223.27263538,3.7919090416666665,0.35,0,2015-04-07,2,0.0,-3.273534772765096,-1.7830945219950012,1.4904402507700951,0.0010951526383371
2015-05-29,24.912041666666667,52552565.56657881,6.198532729166666,0.3,0,2015-04-07,2,0.0,-5.452735841593123,-2.914309695758792,2.538426145834328,0.0064704290494522
2015-05-30,23.583541666666665,40028911.2,4.741156666666667,0.625,0,2015-04-07,2,0.0,-4.434760205419036,-1.7722879894229764,2.66247221599606,0.0081933970193083
2015-05-31,20.935,26122949.154725417,2.3606155833333333,0.95,0,2015-04-07,2,0.0,-4.616130728337639,-1.8465974778205296,2.7695332505171115,0.0074505509964063
2015-06-01,20.560916666666667,46271581.2,4.737031166666667,1.275,0,2015-04-07,2,0.0,-6.912535537224965,-2.905675512809297,4.006860024415668,0.0100382874196591
2015-06-02,20.91375,45245001.6,4.9265594375,1.6,0,2015-04-07,2,0.0,-8.422902620812105,-4.371940620809889,4.0509620000022135,0.0114466630052971
2015-06-03,21.78770833333333,44628766.2,5.187920895833334,1.8000000000000005,0,2015-04-07,2,0.0,-9.31896023744734,-4.955661035428181,4.363299202019159,0.0162352445553161
2015-06-04,23.559791666666666,63305697.6,7.600074791666667,2.0,0,2015-04-07,2,0.0,-12.721651752594571,-7.9655147949889855,4.756136957605593,0.0157226613619869
2015-06-05,25.727083333333336,61685764.2,8.856432937500001,2.2,0,2015-04-07,2,0.0,-15.33476360195731,-8.706464610536273,6.628298991421038,0.0160613246227877
2015-06-06,26.10258333333333,46178892.0,6.2314015000000005,2.4000000000000004,0,2015-04-07,2,0.0,-12.486035915676156,-5.0488543806852215,7.43718153499094,0.0263256541220529
2015-06-07,27.776666666666667,58207239.0,8.635727541666666,2.2750000000000004,0,2015-04-07,2,0.0,-17.834605750316406,-10.224479827810786,7.610125922505621,0.0453191739949537
2015-06-08,27.50016666666667,52842380.690267086,8.973267395833334,2.1500000000000004,0,2015-04-07,2,0.0,-18.14849755935901,-10.762082998721889,7.386414560637121,0.0703896720235956
2015-06-09,27.707916666666662,60079509.72194352,11.662785979166664,2.0250000000000004,0,2015-04-07,2,0.0,-19.117190129231943,-11.17217766262247,7.945012466609463,0.0751109845743009
2015-06-10,27.000625,62239439.71614686,9.642968166666668,1.9,0,2015-04-07,2,0.0,-19.588853123860662,-11.195539872898426,8.393313250962231,0.0775557839478611
2015-06-11,27.236875,57189190.047300965,8.005550458333333,1.9,0,2015-04-07,2,0.0,-20.54258510980422,-12.480226016850676,8.062359092953535,0.1245466801106738
2015-06-12,27.040000000000003,58678995.83162293,8.576375458333333,1.9,0,2015-04-07,2,0.0,-20.57469126366026,-11.76050276595968,8.814188497700586,0.1551989331263428
2015-06-13,25.311666666666667,56750043.31161823,5.187710520833334,1.9,0,2015-04-07,2,0.0,-19.44706680276804,-10.36649663302554,9.080570169742506,0.1095550278971603
2015-06-14,26.00520833333333,56755741.43943048,5.463587208333333,1.9,0,2015-04-07,2,0.0,-19.51342131793345,-9.442150794592322,10.071270523341129,0.044823947025438
2015-06-15,26.91395833333333,56491961.04353115,6.805683541666667,1.85,0,2015-04-07,2,0.0,-19.55899486016827,-8.080217376387816,11.478777483780457,0.0114777937331879
2015-06-16,27.283541666666665,57708251.63503221,7.724783145833334,1.8000000000000005,0,2015-04-07,2,0.0,-20.23095718631532,-8.793533836896032,11.437423349419298,0.0012244072263245
2015-06-17,26.516041666666663,57537083.065249,7.0976366875,1.7500000000000002,0,2015-04-07,2,0.0,-20.077302706339445,-8.559045912896073,11.518256793443374,0.0010193454005385
2015-06-18,24.81177083333333,56863444.30617605,3.5711003750000003,1.7000000000000002,0,2015-04-07,2,0.0,-18.241983791771094,-7.2369956752969875,11.004988116474111,0.009739363154411
2015-06-19,25.73,57346996.32771476,5.370766041666666,2.4250000000000003,0,2015-04-07,2,0.0,-22.39440046148413,-12.220057758850524,10.174342702633616,0.0152523370342587
2015-06-20,27.283125,53957507.02716609,6.454395104166667,3.1500000000000004,0,2015-04-07,2,0.0,-20.902298554148757,-12.190612376734212,8.711686177414537,-0.0003024970654654
2015-06-21,26.79958333333333,55468073.07175611,5.4468619375,3.875,0,2015-04-07,2,0.0,-20.217602280954736,-12.284262869804596,7.933339411150137,0.0004247457782136
2015-06-22,27.72458333333333,55315961.5742099,6.9482323125,4.6000000000000005,0,2015-04-07,2,0.0,-22.06213946644933,-14.575701105656378,7.48643836079296,0.0008873051727635
2015-06-23,28.750625,57341912.98290011,7.543445645833334,4.550000000000001,0,2015-04-07,2,0.0,-20.7380023140341,-14.00652422174514,6.731478092288958,0.012719458668153
2015-06-24,28.4300625,58698407.99024528,8.659945333333333,4.5,0,2015-04-07,2,0.0,-21.329600612330832,-15.171247564931026,6.158353047399803,0.0131702401399888
2015-06-25,28.01375,60082301.79876645,8.771229104166666,4.45,0,2015-04-07,3,0.0,-21.23882844416259,-15.284763560757757,5.9540648834048335,0.0167627580848727
2015-06-26,26.75270833333333,57626794.62291172,6.7964849166666665,4.4,0,2015-04-07,3,0.0,-20.1560228869811,-14.26562108090122,5.890401806079881,0.0205253612099705
2015-06-27,24.31083333333333,49740380.04968308,4.991241708333333,4.050000000000001,0,2015-04-07,3,0.0,-16.726084003670447,-11.36174117798178,5.364342825688665,0.0255757875844206
2015-06-28,24.875,59739195.18129139,8.228522625,3.7,0,2015-04-07,3,0.0,-18.600530423897432,-13.36699152918342,5.2335388947140045,0.0249394007207798
2015-06-29,25.04089583333333,55482167.54013033,6.213214708333333,3.35,0,2015-04-07,3,0.0,-21.788529556340976,-15.504021478094744,6.284508078246234,0.023560387302837
2015-06-30,25.657291666666666,41909303.59303905,5.956410333333333,3.0,0,2015-04-07,3,0.0,-18.889685253934463,-12.503938962252953,6.385746291681515,0.0267745882118523
2015-07-01,26.65145833333333,50381513.5857539,7.230383020833333,3.075,0,2015-04-07,3,0.0,-20.697610470826515,-13.924148445094996,6.773462025731514,0.0315701523411844
2015-07-02,26.8725,49907707.2,9.2164668125,3.1500000000000004,0,2015-04-07,3,0.0,-19.09982724235582,-12.18974857902838,6.910078663327426,0.03493897656681
2015-07-03,23.675,12257524.8,2.0680060416666666,3.225,0,2015-04-07,3,0.0,-4.644950373943636,0.5713713167526426,5.216321690696279,0.0341064263330088
2015-07-04,23.32,33386162.638655983,3.2306314375,3.3000000000000003,0,2015-04-07,3,0.0,-16.848787224704495,-10.281454406172152,6.567332818532339,0.0456666115196214
2015-07-05,23.342916666666667,31566673.8,2.625969479166667,3.583333333333333,0,2015-04-07,3,0.0,-17.109333592106058,-11.43269384003976,5.676639752066301,0.0464234746438915
2015-07-06,25.21583333333333,42840415.88890968,4.278997666666666,3.866666666666667,0,2015-04-07,3,0.0,-19.344907768246863,-13.07562033648356,6.2692874317633045,0.0493997578555389
2015-07-07,27.51997916666667,53201658.6,6.529362916666667,4.15,0,2015-04-07,3,0.0,-18.937396370233948,-12.932003811630183,6.00539255860376,0.0498930520485912
2015-07-08,27.11458333333333,49384699.2,6.607479875,4.433333333333334,0,2015-04-07,3,0.0,-19.314430032158075,-12.70073638902972,6.613693643128358,0.0580609118812137
2015-07-09,27.2025,58437199.8,7.864238270833333,4.716666666666667,0,2015-04-07,3,0.0,-19.591039912902865,-12.823232019971949,6.767807892930922,0.0799280077194862
2015-07-10,27.823541666666667,56617367.4,7.075282229166667,5.0,0,2015-04-07,3,0.0,-17.590356768009997,-10.933557789582991,6.656798978427009,0.0531111318636163
